2008,18,2008-04-29,-0.0189,-0.0189,0.1027286,0.0912,78.6,298.492857143,294.527142857,301.1,296.4,25.37,78.7814285714,26.528571428600003,7.05714285714,33.3,21.7,75.2,29,0,1
2008,19,2008-05-06,-0.018000000000000002,-0.0124,0.08204286,0.07231429,12.56,298.47571428599997,294.395714286,300.8,296.7,21.83,78.23,26.0714285714,5.55714285714,30.0,22.2,34.3,6,0,1
2008,20,2008-05-13,-0.0015,0.0887,0.15108329999999998,0.09152857,3.66,299.455714286,295.30857142900004,302.2,296.4,4.12,78.27,27.9285714286,7.785714285710001,32.8,22.8,3.0,13,0,1
2008,21,2008-05-20,0.1101,-0.01986667,0.12432860000000001,0.12568569999999998,0.0,299.69,294.402857143,303.0,296.9,2.2,73.0157142857,28.0571428571,6.27142857143,33.3,24.4,0.3,20,0,1
2008,22,2008-05-27,0.0568,0.03983333,0.06226667,0.07591429,0.76,299.78,294.76,302.3,297.3,4.36,74.08428571430001,27.6142857143,7.085714285710001,33.3,23.3,84.1,27,0,1
2008,23,2008-06-03,-0.044000000000000004,-0.03046667,0.132,0.08352857,71.17,299.768571429,295.314285714,301.9,297.6,22.55,76.5571428571,28.0,5.17142857143,32.8,25.0,27.7,3,0,1
2008,24,2008-06-10,-0.0443,-0.024925,0.13227139999999998,0.15915710000000002,48.99,300.062857143,295.65,302.4,297.5,13.1,76.8442857143,27.4,6.04285714286,31.1,23.3,91.7,10,0,1
2008,25,2008-06-17,0.1101,0.08215,0.14437139999999998,0.1167286,30.81,300.484285714,295.99714285700003,303.5,297.5,7.2,76.87,28.7571428571,6.985714285710001,34.4,24.4,0.3,17,0,1
2008,26,2008-06-24,0.0108,0.0499,0.10057139999999999,0.1173286,8.02,300.601428571,296.268571429,302.5,298.5,17.1,77.3957142857,28.657142857100002,6.24285714286,32.8,23.9,28.7,24,0,1
2008,27,2008-07-01,0.07266667,0.10665999999999999,0.1554286,0.1649,17.52,300.49714285700003,296.411428571,302.3,298.7,11.9,78.5342857143,28.4571428571,4.62857142857,31.1,25.0,2.9,1,0,1
2008,28,2008-07-08,-0.04645,0.006825,0.2602857,0.21472860000000002,16.37,300.214285714,295.82428571400004,301.7,299.0,19.86,77.02142857140001,27.714285714299997,5.91428571429,31.1,23.9,22.1,8,0,1
2008,29,2008-07-15,0.1101,0.0887,0.1958429,0.1761571,4.34,300.448571429,296.17714285700004,302.3,298.7,5.49,77.6157142857,28.785714285700003,5.014285714290001,31.7,26.1,0.0,15,0,1
2008,30,2008-07-22,0.2083,0.4295,0.2776833,0.24565,3.39,300.598571429,296.512857143,302.3,298.9,13.62,78.56,28.6857142857,6.31428571429,32.8,24.4,7.1,22,0,1
2008,31,2008-07-29,0.0002,0.0039,0.10906669999999999,0.08648333,13.73,300.73,296.202857143,302.7,299.2,8.7,76.52142857140001,28.985714285700002,6.17142857143,32.8,25.0,5.1,29,0,1
2008,32,2008-08-05,0.1122,0.0322,0.19418570000000002,0.2057714,50.94,300.741428571,297.047142857,302.5,299.1,43.5,80.3714285714,28.3571428571,5.8571428571399995,32.2,23.9,37.6,5,0,1
2008,33,2008-08-12,0.1101,0.0887,0.0589,0.06564286,4.28,301.15,296.912857143,303.3,299.0,7.82,77.9685714286,29.214285714299997,6.34285714286,33.9,25.0,1.8,12,0,1
2008,34,2008-08-19,0.28915,0.2410333,0.2406,0.2085571,31.97,300.73571428599996,296.828571429,302.6,298.6,65.9,79.5471428571,28.971428571399997,5.32857142857,32.2,24.4,54.9,19,0,1
2008,35,2008-08-26,0.1132,0.0887,0.22608330000000001,0.1982429,19.67,301.022857143,297.218571429,303.2,298.9,31.6,79.86428571430001,28.8571428571,5.47142857143,32.2,24.4,16.2,26,0,1
2008,36,2008-09-02,0.1101,0.0173,0.19041670000000002,0.11998330000000001,60.56,301.22571428599997,297.4,303.5,298.9,50.0,80.0242857143,29.3571428571,6.41428571429,35.0,25.0,6.9,2,0,1
2008,37,2008-09-09,0.3619,0.649,0.1464,0.13138570000000002,126.68,300.804285714,297.275714286,303.6,298.8,58.4,81.3242857143,28.3857142857,6.42857142857,34.4,23.3,45.1,9,0,1
2008,38,2008-09-16,0.091375,0.16405,0.25166669999999997,0.19645,48.44,300.757142857,297.081428571,303.3,298.9,28.1,80.44857142859999,28.228571428600002,6.27142857143,32.8,24.4,20.4,16,0,1
2008,39,2008-09-23,0.0795,0.103675,0.2826857,0.2613,153.79,300.37857142900003,296.535714286,303.3,298.1,136.91,79.8614285714,27.4,5.8571428571399995,32.2,22.8,146.3,23,0,1
2008,40,2008-09-30,-0.13735,0.13095,0.2718857,0.27002859999999995,54.96,300.564285714,296.88285714299997,303.4,297.4,37.5,80.42,28.3571428571,7.05714285714,34.4,22.2,37.1,30,0,1
2008,41,2008-10-07,0.1306,0.0897,0.18608570000000002,0.19644289999999998,6.16,300.715714286,296.164285714,303.0,298.7,21.1,76.3614285714,28.1714285714,5.94285714286,31.7,24.4,8.5,7,0,1
2008,42,2008-10-14,0.1834,0.11755,0.1524571,0.1425,60.42,300.234285714,296.2,303.4,298.0,40.4,78.6585714286,27.214285714299997,6.2,32.8,22.8,73.0,14,0,1
2008,43,2008-10-21,0.03325,0.07486667,0.3363143,0.25265709999999997,91.7,299.734285714,295.888571429,302.6,297.8,22.7,79.4928571429,27.014285714299998,5.32857142857,31.7,23.3,16.5,21,0,1
